gene_id,log2foldchange,pvalue,padjust,gene_chr
AGAP010400,-1.99138862646025,8.23899213731376E-20,2.34293396407668E-17,AgamP4_3L
AGAP009040,-1.62334212055333,1.47661807694361E-19,4.08243881106103E-17,AgamP4_3R
AGAP008218,-1.96314865311167,1.77773263451438E-19,4.78210078684368E-17,AgamP4_3R
AGAP011643,-1.10080519188281,2.34403203974723E-19,6.13951339252742E-17,AgamP4_3L
AGAP003475,-1.33422172295735,8.78056232247223E-19,2.24084453321964E-16,AgamP4_2R
AGAP009039,-1.58704650934312,1.67160541386013E-18,4.15937217103747E-16,AgamP4_3R
AGAP003303,-0.963658418469382,2.5980114118254E-18,6.30683111753616E-16,AgamP4_2R
AGAP003636,-2.52752435429502,5.06812008368833E-18,1.20102379030833E-15,AgamP4_2R
AGAP028064,1.21020296513569,5.53983452614568E-18,1.28227844276112E-15,AgamP4_3R
AGAP009240,-1.49498626226974,5.72275549212419E-18,1.29451330484346E-15,AgamP4_3R
AGAP005498,-1.17767175042671,7.26953808309545E-18,1.60786027868998E-15,AgamP4_2L
AGAP003091,-0.958208301482881,1.07124683445016E-17,2.31785211810488E-15,AgamP4_2R
AGAP012865,2.83674799529554,1.1272008153952E-17,2.38702759906987E-15,AgamP4_UNKN
AGAP010612,0.863805157271054,1.17196742346639E-17,2.43012328453354E-15,AgamP4_3L
AGAP008536,-1.42814159039636,2.42727211818674E-17,4.81049307783865E-15,AgamP4_3R
AGAP009592,-3.12555911153628,2.42861943987357E-17,4.81049307783865E-15,AgamP4_3R
AGAP008209,1.71859886586257,2.46493667205638E-17,4.81049307783865E-15,AgamP4_3R
AGAP001616,-1.27255592501913,2.65115367005641E-17,5.07441009193682E-15,AgamP4_2R
AGAP005653,-0.804289489318335,3.47078242203659E-17,6.51786744274154E-15,AgamP4_2L
AGAP003257,-1.37731494086846,8.16042494758163E-17,1.5040872130237E-14,AgamP4_2R
AGAP002950,-7.36160039324024,1.05541199796609E-16,1.90991193013754E-14,AgamP4_2R
AGAP002782,0.765727107879783,1.18532528056156E-16,2.1067040209695E-14,AgamP4_2R
AGAP010588,0.591710931214152,1.51204611190987E-16,2.6402447283928E-14,AgamP4_3L
AGAP028583,-2.77090785992687,1.64154117308153E-16,2.81694125787595E-14,AgamP4_UNKN
AGAP029505,-1.18894947736797,2.04566163337293E-16,3.45092715880692E-14,AgamP4_3R
AGAP013243,1.21985679628022,2.89758263841631E-16,4.80660666669292E-14,AgamP4_2R
AGAP011828,-0.872851972778201,3.45828147157406E-16,5.64266811255354E-14,AgamP4_3L
AGAP011951,4.35056418514005,7.30685906333832E-16,1.17298658479688E-13,AgamP4_3L
AGAP012247,-0.82598184221027,8.46102538149602E-16,1.33670770828619E-13,AgamP4_3L
AGAP009505,0.730893898503753,9.36769984420139E-16,1.45114946866253E-13,AgamP4_3R
AGAP001381,-1.0725474148098,9.4770135098025E-16,1.45114946866253E-13,AgamP4_2R
AGAP006278,-1.62764576710668,1.12187513213417E-15,1.69182169547446E-13,AgamP4_2L
AGAP005641,-0.754315820742329,1.46873358343639E-15,2.1818366202899E-13,AgamP4_2L
AGAP029668,-0.84343506687123,1.50717896893965E-15,2.2060223938024E-13,AgamP4_2L
AGAP012148,-0.747629456321473,1.76298527412116E-15,2.54304238164172E-13,AgamP4_3L
AGAP004788,6.33031612012529,2.64923994498352E-15,3.76684073891729E-13,AgamP4_2L
AGAP002659,-0.584662374893268,3.87776990061924E-15,5.43597800293849E-13,AgamP4_2R
AGAP012611,-2.63616049643664,4.76248076010731E-15,6.58346819518724E-13,AgamP4_UNKN
AGAP009546,0.718689713960027,5.79363961665272E-15,7.89919111021158E-13,AgamP4_3R
AGAP002762,0.599487204389249,7.14773339352233E-15,9.61370141428754E-13,AgamP4_2R
AGAP012317,-1.17923181501495,1.14649966499683E-14,1.5214814887618E-12,AgamP4_3L
AGAP028528,1.11571780461471,1.16305785826446E-14,1.52314669254028E-12,AgamP4_3L
AGAP009104,-1.37841524827617,1.25689999365347E-14,1.62466566712116E-12,AgamP4_3R
AGAP002852,-1.82416901949933,1.62907473813171E-14,2.07874113700319E-12,AgamP4_2R
AGAP000324,0.923527580763785,1.82984316755156E-14,2.30537076539755E-12,AgamP4_X
AGAP008939,1.10961676798425,1.92611433775617E-14,2.3963270004609E-12,AgamP4_3R
AGAP003069,-1.16243144745325,2.21308229167602E-14,2.71935901840141E-12,AgamP4_2R
AGAP008687,0.947709063881875,2.24994036798981E-14,2.73093371739056E-12,AgamP4_3R
AGAP004293,-1.59228947605091,2.37049590224442E-14,2.84259586928178E-12,AgamP4_2R
AGAP009591,3.40860134012235,2.55828762893597E-14,3.03126628223806E-12,AgamP4_3R
AGAP004238,0.763504046856731,5.23675645833856E-14,6.13193376821691E-12,AgamP4_2R
AGAP011564,-2.71701720831843,5.31244445296187E-14,6.14822786515459E-12,AgamP4_3L
AGAP000206,-5.92014855343825,6.90617840044755E-14,7.81168174910189E-12,AgamP4_X
AGAP005625,-2.12987616614484,6.90674162484644E-14,7.81168174910189E-12,AgamP4_2L
AGAP005988,1.18665542039013,8.55035139910935E-14,9.56198286239723E-12,AgamP4_2L
AGAP004112,-0.807893569343078,1.04856107276242E-13,1.15959203968937E-11,AgamP4_2R
AGAP006039,-0.970562863630355,1.51756137850037E-13,1.65981191211145E-11,AgamP4_2L
AGAP029792,1.2619281062353,1.78965225062054E-13,1.93613139678546E-11,AgamP4_3R
AGAP010151,-0.727091553335933,2.11643501355828E-13,2.2650406118221E-11,AgamP4_3R
AGAP013458,-2.33421559521549,2.86087792835801E-13,3.02918276818588E-11,AgamP4_2R
AGAP008570,3.23282156018574,4.06190110045421E-13,4.25558964766534E-11,AgamP4_3R
AGAP005989,1.71793373990636,4.52008274959001E-13,4.68628995902806E-11,AgamP4_2L
AGAP012896,1.38111910554264,4.84448810944131E-13,4.97084434569787E-11,AgamP4_UNKN
AGAP003485,0.903877525000696,7.5340971156701E-13,7.65172128492495E-11,AgamP4_2R
AGAP003462,0.763367484087559,7.66564710934515E-13,7.70668542215276E-11,AgamP4_2R
AGAP007906,-0.789801381436721,7.909435041892E-13,7.87226069719511E-11,AgamP4_3R
AGAP003883,0.9013145392107,8.00378390574012E-13,7.88729318948826E-11,AgamP4_2R
AGAP007751,-0.646088619380962,8.33669835282286E-13,8.13481948094568E-11,AgamP4_3R
AGAP001613,-0.558331909908076,8.8658787313836E-13,8.56719330227777E-11,AgamP4_2R
AGAP010489,-1.64128134410873,1.21824455170995E-12,1.16588346376627E-10,AgamP4_3L
AGAP003477,0.516039174426925,1.25576720846928E-12,1.19034771675188E-10,AgamP4_2R
AGAP010003,-0.86980214995114,1.41971807382779E-12,1.33306169705736E-10,AgamP4_3R
AGAP009694,0.513073075936876,1.56125478458731E-12,1.45225877299042E-10,AgamP4_3R
AGAP010384,-0.878616336192602,1.61678193845255E-12,1.4899843179091E-10,AgamP4_3L
AGAP005310,-3.05285072707048,1.83722363421847E-12,1.67760429645656E-10,AgamP4_2L
AGAP001303,-1.19919253540543,1.86662604633213E-12,1.6889571853767E-10,AgamP4_2R
AGAP011363,-0.88557131647587,2.09285424747102E-12,1.87659264189902E-10,AgamP4_3L
AGAP012995,3.66543072249366,2.14403082074793E-12,1.90531596061644E-10,AgamP4_2R
AGAP009587,0.864025860750191,2.26601213880452E-12,1.99589547057711E-10,AgamP4_3R
AGAP001475,-0.833160536003743,2.45692257801275E-12,2.14506582622464E-10,AgamP4_2R
AGAP009382,-7.78114913949783,2.53190226852487E-12,2.19130637205461E-10,AgamP4_3R
AGAP000385,-1.01292127856343,2.88478454258179E-12,2.4751948751997E-10,AgamP4_X
AGAP006065,0.83324249629309,3.28632389576227E-12,2.79562237047195E-10,AgamP4_2L
AGAP010687,-0.598396404922137,3.92719421722381E-12,3.3124884783075E-10,AgamP4_3L
AGAP008540,-0.88855551576715,5.27687666838067E-12,4.41350869583133E-10,AgamP4_3R
AGAP029574,-0.831799286208232,5.85554024377676E-12,4.85668267052584E-10,AgamP4_3R
AGAP002504,0.655122391544804,1.385931169316E-11,1.14001429158695E-09,AgamP4_2R
AGAP000652,-0.637119153770732,1.70975063981807E-11,1.3948482064024E-09,AgamP4_X
AGAP028201,1.17897651042408,1.76773655409832E-11,1.43042942462931E-09,AgamP4_3R
AGAP005702,-2.30488839596733,2.0907690278594E-11,1.67817936566812E-09,AgamP4_2L
AGAP009177,0.91935081570936,2.18569805659281E-11,1.74034022058146E-09,AgamP4_3R
AGAP004918,1.22006250904105,2.30343780545362E-11,1.81953305378412E-09,AgamP4_2L
AGAP008004,-1.31711045068783,2.66332432881549E-11,2.08724937359847E-09,AgamP4_3R
AGAP002483,1.19939338955437,3.55763086533547E-11,2.76633593770968E-09,AgamP4_2R
AGAP008879,1.00417400379964,3.64931723575823E-11,2.81563212771331E-09,AgamP4_3R
AGAP006431,1.12193552230417,3.72272286862427E-11,2.85017390087826E-09,AgamP4_2L
AGAP010229,-0.617412129130066,3.9263500150256E-11,2.98239200442332E-09,AgamP4_3R
AGAP005371,-1.57570394107685,3.95534757946226E-11,2.98239200442332E-09,AgamP4_2L
AGAP010479,-0.810451458177423,4.49166027379456E-11,3.36131539135919E-09,AgamP4_3L
AGAP028579,2.04060031068298,4.90457804526996E-11,3.64293024511731E-09,AgamP4_UNKN
AGAP001919,0.913581748792989,5.34325442639569E-11,3.93936380043824E-09,AgamP4_2R
AGAP011497,-0.862191014357323,5.6870278186879E-11,4.1619844028971E-09,AgamP4_3L
AGAP002285,0.855655651210091,6.03603393336953E-11,4.38515662327204E-09,AgamP4_2R
AGAP008549,-3.36438258732036,6.55677068479968E-11,4.72895207433415E-09,AgamP4_3R
AGAP008631,-0.562640574557958,6.78379084008804E-11,4.85748706700692E-09,AgamP4_3R
AGAP009593,-0.891674154507861,7.79853691007489E-11,5.54420270471252E-09,AgamP4_3R
AGAP010458,-0.875625898001625,9.12054628806354E-11,6.4380707237657E-09,AgamP4_3L
AGAP013277,0.711424090117297,1.0292548298134E-10,7.21420656417803E-09,AgamP4_2R
AGAP013758,-0.736749305433458,1.09793148769321E-10,7.64175671119618E-09,AgamP4_3R
AGAP002759,0.55796745666398,1.18076327928996E-10,8.16120619359235E-09,AgamP4_2R
AGAP005093,-0.57787721253656,1.24381152536687E-10,8.53769387032857E-09,AgamP4_2L
AGAP011845,0.732890952096264,1.30525069259807E-10,8.84404223440014E-09,AgamP4_3L
AGAP000010,-0.880366908503203,1.30621341149083E-10,8.84404223440014E-09,AgamP4_X
AGAP005920,0.689613384572311,1.43819137489106E-10,9.6718369961424E-09,AgamP4_2L
AGAP008688,0.857032476486906,1.47159452721616E-10,9.83005391233724E-09,AgamP4_3R
AGAP001901,1.29387854674862,1.50654552242715E-10,9.99643172314496E-09,AgamP4_2R
AGAP004895,7.23008495743671,1.57339806146917E-10,1.03708813945713E-08,AgamP4_2L
AGAP005234,-1.04328079630594,1.62124774693375E-10,1.06159729113366E-08,AgamP4_2L
AGAP006797,0.757076718367501,1.64308663283223E-10,1.06886544160648E-08,AgamP4_2L
AGAP006709,-0.737694739527533,1.81063377809381E-10,1.17021025930959E-08,AgamP4_2L
AGAP007292,-1.42069879228622,1.8565641051783E-10,1.1921537121832E-08,AgamP4_2L
AGAP006345,-1.2724928618315,1.96261159506063E-10,1.2521713593358E-08,AgamP4_2L
AGAP001290,0.973202791129001,2.09608975182713E-10,1.32881409553729E-08,AgamP4_2R
AGAP009433,0.773890231566878,2.33796860864427E-10,1.47277225074914E-08,AgamP4_3R
AGAP006576,-0.95951234465419,2.36144469119069E-10,1.47820496927176E-08,AgamP4_2L
AGAP011108,0.972993638366075,2.87091987777834E-10,1.78589159647049E-08,AgamP4_3L
AGAP010326,-1.96420713358021,2.99268470832802E-10,1.84693055049866E-08,AgamP4_3L
AGAP001398,-1.12287385999776,3.00615642701481E-10,1.84693055049866E-08,AgamP4_2R
AGAP003047,-0.608189131739503,3.12281252356629E-10,1.90683147527946E-08,AgamP4_2R
AGAP029722,-2.72227230683647,3.19734370857225E-10,1.94043670313534E-08,AgamP4_3L
AGAP006967,-1.23588714552968,3.30050497536461E-10,1.99090460726085E-08,AgamP4_2L
AGAP010642,-1.28745588120796,3.35335499107133E-10,2.01059892928512E-08,AgamP4_3L
AGAP005205,-0.733849928968567,3.39275032270346E-10,2.02203856059087E-08,AgamP4_2L
AGAP007302,-0.911815224922402,3.87964042314684E-10,2.29845601973693E-08,AgamP4_2L
AGAP002318,2.8230015293811,4.82899463677573E-10,2.84396352780052E-08,AgamP4_2R
AGAP001881,-0.78954959573576,4.91420964917991E-10,2.87712521401692E-08,AgamP4_2R
AGAP010616,0.726588808998137,5.50577132245475E-10,3.20461648961357E-08,AgamP4_3L
AGAP007384,-0.934674950560412,5.86065817239693E-10,3.39134481336434E-08,AgamP4_2L
AGAP007088,0.705686994158854,6.87916974073433E-10,3.95770962020398E-08,AgamP4_2L
AGAP003906,-1.29378374565484,7.82952208656683E-10,4.47857662802297E-08,AgamP4_2R
AGAP007699,0.439219307484719,9.66807068263555E-10,5.49864614310124E-08,AgamP4_2L
AGAP029097,1.37526241560173,1.04020787472881E-09,5.85775879938395E-08,AgamP4_2R
AGAP013106,0.773273377199263,1.04171938861746E-09,5.85775879938395E-08,AgamP4_2R
AGAP003066,0.899064962631859,1.22320479582297E-09,6.83963895102587E-08,AgamP4_2R
AGAP028129,7.20864390186763,1.2509915556742E-09,6.95593237632696E-08,AgamP4_2L
AGAP004026,-0.542182005267935,1.53775258459798E-09,8.50291748583538E-08,AgamP4_2R
AGAP007473,0.635303354392954,1.57949058592946E-09,8.6605035993035E-08,AgamP4_2L
AGAP010436,-0.641421960954656,1.58365483278734E-09,8.6605035993035E-08,AgamP4_3L
AGAP028567,-1.33531327108117,1.62946064508291E-09,8.86230699481434E-08,AgamP4_3R
AGAP013039,1.69671433016779,1.70372063616644E-09,9.21583233248076E-08,AgamP4_2R
AGAP009583,-1.32696993571389,1.73605206468347E-09,9.29159157544172E-08,AgamP4_3R
AGAP029402,1.53171439485594,1.73639709939934E-09,9.29159157544172E-08,AgamP4_3R
AGAP002317,1.40237980657228,1.75752821493156E-09,9.35437343487372E-08,AgamP4_2R
AGAP002282,-1.05158367865055,1.85203925875179E-09,9.80497167146626E-08,AgamP4_2R
AGAP011246,1.0659321500866,1.90269214965663E-09,1.00198386061018E-07,AgamP4_3L
AGAP009594,4.53215605732618,2.05730815575576E-09,1.07770463548616E-07,AgamP4_3R
AGAP008624,1.4104257971183,2.11075236770297E-09,1.09991195370407E-07,AgamP4_3R
AGAP001893,-1.32348997888503,2.19731850405595E-09,1.13905786827442E-07,AgamP4_2R
AGAP029933,2.51024625609466,2.28630409849076E-09,1.17904583897816E-07,AgamP4_3L
AGAP006037,-0.485056338794164,2.83542077366004E-09,1.45468778145559E-07,AgamP4_2L
AGAP000367,-0.837474372036085,2.99517190854126E-09,1.52876646183134E-07,AgamP4_X
AGAP001886,0.532214168658167,3.01412598788699E-09,1.53059163048159E-07,AgamP4_2R
AGAP008596,-1.21578058673823,3.06137101031882E-09,1.54669165815752E-07,AgamP4_3R
AGAP006423,-1.85169093144022,3.08322095777458E-09,1.5498635450874E-07,AgamP4_2L
AGAP008944,0.730846502979986,3.22901581289794E-09,1.61499469275242E-07,AgamP4_3R
AGAP003228,0.614632118903832,3.25324226858145E-09,1.61897601495956E-07,AgamP4_2R
AGAP002465,-0.702897301593634,3.56672144418841E-09,1.7661481857715E-07,AgamP4_2R
AGAP009440,-2.49199787267755,3.64826616399545E-09,1.79758381832904E-07,AgamP4_3R
AGAP012343,-0.987796048482237,3.96804047423796E-09,1.94551265222121E-07,AgamP4_3L
AGAP006707,0.786343110870047,4.34911707700901E-09,2.12190011115052E-07,AgamP4_2L
AGAP004192,1.09642307297109,4.76043496250732E-09,2.31124922838221E-07,AgamP4_2R
AGAP006647,-0.6300682473337,5.23557081626208E-09,2.52959399680857E-07,AgamP4_2L
AGAP006962,0.59133466062855,5.95849262443293E-09,2.86496990777686E-07,AgamP4_2L
AGAP005917,0.65357695950194,6.20209870217909E-09,2.96776386455714E-07,AgamP4_2L
AGAP005912,-2.416644674251,6.4131944098712E-09,3.05409205557168E-07,AgamP4_2L
AGAP006194,0.700972534953431,7.41864910272918E-09,3.51608640568874E-07,AgamP4_2L
AGAP012385,-6.45947847459849,7.60542158226066E-09,3.58752421840002E-07,AgamP4_3L
AGAP003650,0.75210153050259,7.7084716769814E-09,3.61898200948093E-07,AgamP4_2R
AGAP010218,-0.716523946959971,7.782423056049E-09,3.63654726182421E-07,AgamP4_3R
AGAP002848,-0.847333223881989,8.08210914227355E-09,3.75893608846022E-07,AgamP4_2R
AGAP002062,0.901598524986896,8.19041190727212E-09,3.79158928898044E-07,AgamP4_2R
AGAP001791,-0.736227381841071,8.42700895355818E-09,3.88305648679465E-07,AgamP4_2R
AGAP012230,-1.93895272110035,8.9604721628541E-09,4.09176099645378E-07,AgamP4_3L
AGAP029057,1.17375066355286,8.9884088499389E-09,4.09176099645378E-07,AgamP4_3L
AGAP000474,0.835784695036106,9.00327196044788E-09,4.09176099645378E-07,AgamP4_X
AGAP009288,0.598297187105342,9.08905734765752E-09,4.11197217187433E-07,AgamP4_3R
AGAP002858,-0.493138463012674,1.26728789890039E-08,5.70738301255907E-07,AgamP4_2R
AGAP003002,0.668196742894681,1.27920460954419E-08,5.7351006661231E-07,AgamP4_2R
AGAP007120,-0.44553297485384,1.34974214323558E-08,6.02420787068328E-07,AgamP4_2L
AGAP028526,-1.08912678545748,1.36171887739305E-08,6.05053035120225E-07,AgamP4_3L
AGAP028212,1.52382911508362,1.44838503746104E-08,6.40701167904434E-07,AgamP4_3R
AGAP029666,-0.682582425016794,1.63849365608206E-08,7.21589706149769E-07,AgamP4_3L
AGAP005325,0.747486059142111,1.66746020287725E-08,7.31111515384903E-07,AgamP4_2L
AGAP028065,-1.46874410159416,1.7592105885468E-08,7.67957148587995E-07,AgamP4_3R
AGAP006604,0.903539600740275,1.78865381697645E-08,7.77400499579326E-07,AgamP4_2L
AGAP006191,2.65762928205341,1.9137884481357E-08,8.28171148882373E-07,AgamP4_2L
AGAP010877,-0.587661272046158,2.04071258187189E-08,8.79273260925148E-07,AgamP4_3L
AGAP009171,0.745573040197184,2.0566320867767E-08,8.82312894814161E-07,AgamP4_3R
AGAP007180,-1.2716180518307,2.26980747082791E-08,9.6958771489915E-07,AgamP4_2L
AGAP012372,-1.04458115674341,2.41033048867494E-08,1.02521450229836E-06,AgamP4_3L
AGAP003016,0.602228412885516,2.50878934921408E-08,1.06255235713735E-06,AgamP4_2R
AGAP012958,-0.842530044520785,3.11560748975154E-08,1.31396785362276E-06,AgamP4_2R
AGAP000375,-0.441728933122775,3.26270572567688E-08,1.37019873787603E-06,AgamP4_X
AGAP012141,-0.758655107061133,3.36289862817526E-08,1.40634159858102E-06,AgamP4_3L
AGAP008116,1.50233803140211,3.439360418271E-08,1.43229934071344E-06,AgamP4_3R
AGAP013397,-4.70616344587764,3.55516484500778E-08,1.47435648759843E-06,AgamP4_X
AGAP010118,-0.886507997212715,3.66816386723377E-08,1.51490601537667E-06,AgamP4_3R
AGAP008436,1.2707373475964,3.76934328876258E-08,1.55025924599397E-06,AgamP4_3R
AGAP002476,0.791534831754901,3.81211187550488E-08,1.56139709863786E-06,AgamP4_2R
AGAP005319,-0.540084532151597,3.89770113554047E-08,1.58991063123091E-06,AgamP4_2L
AGAP000540,-0.528286899267157,3.9254897961499E-08,1.59471020167673E-06,AgamP4_X
AGAP002286,0.773443818089669,4.06888540173881E-08,1.64624456924823E-06,AgamP4_2R
AGAP008244,1.22919407640695,4.19260180366773E-08,1.68943181181801E-06,AgamP4_3R
AGAP003343,0.609701923016509,4.23807749230871E-08,1.7008703742318E-06,AgamP4_2R
AGAP012703,2.01239790249607,4.31540483287793E-08,1.7249487671339E-06,AgamP4_UNKN
AGAP011724,1.27085162424252,4.49175942738016E-08,1.78825926322859E-06,AgamP4_3L
AGAP002325,1.52334468257311,4.76760200223901E-08,1.89051564654521E-06,AgamP4_2R
AGAP005058,0.990889053889234,4.89605941966999E-08,1.93374918269744E-06,AgamP4_2L
AGAP003133,-0.858207988481651,5.23540407104793E-08,2.05960382289091E-06,AgamP4_2R
AGAP005800,0.497659292779941,5.32698423764314E-08,2.08738087075835E-06,AgamP4_2L
AGAP004154,2.04781866615131,5.56687186746115E-08,2.17282649791533E-06,AgamP4_2R
AGAP013064,-6.48314398201933,5.67719456848896E-08,2.20723115391291E-06,AgamP4_X
AGAP008869,0.668756233077457,5.7540409738723E-08,2.22821567972668E-06,AgamP4_3R
AGAP011634,-0.646162123321391,5.77594338761663E-08,2.22821567972668E-06,AgamP4_3L
AGAP012677,-1.08120704977419,6.09796423783843E-08,2.34336054282648E-06,AgamP4_UNKN
AGAP003904,1.53527655978459,6.58589819072585E-08,2.52113248816517E-06,AgamP4_2R
AGAP012731,5.83833720964466,6.94005600818172E-08,2.64652787162577E-06,AgamP4_UNKN
AGAP003561,-0.880850178782985,7.34817288056779E-08,2.79146430077447E-06,AgamP4_2R
AGAP011051,1.25810903601104,7.43975365408085E-08,2.80654773986688E-06,AgamP4_3L
AGAP003106,-1.34773303043971,7.44427412162019E-08,2.80654773986688E-06,AgamP4_2R
AGAP012770,-1.05688631716626,7.49192201473209E-08,2.81385282311805E-06,AgamP4_UNKN
AGAP002224,-0.827400312833409,7.65453909279089E-08,2.86412133799052E-06,AgamP4_2R
AGAP004379,-0.555983836190838,8.38920762106126E-08,3.12725780720685E-06,AgamP4_2R
AGAP012246,-0.87951399558557,8.59435980623138E-08,3.19177847579929E-06,AgamP4_3L
AGAP001892,-0.576463427745558,8.63384621341224E-08,3.19452309896253E-06,AgamP4_2R
AGAP008548,1.14471095014985,9.19793490803454E-08,3.39063133850621E-06,AgamP4_3R
AGAP013188,-1.0524832480135,9.55401187054619E-08,3.50889594640392E-06,AgamP4_2R
AGAP002647,-0.517895065645843,9.75936583931727E-08,3.57113853671782E-06,AgamP4_2R
AGAP011098,-0.990682278090328,9.81320643839226E-08,3.57768658173327E-06,AgamP4_3L
AGAP007920,-0.730737945700253,1.02526638125422E-07,3.7242614206654E-06,AgamP4_3R
AGAP007676,-0.675833302801253,1.04020481331323E-07,3.76478491160241E-06,AgamP4_2L
AGAP007026,0.864200278381598,1.054597287E-07,3.80304594112717E-06,AgamP4_2L
AGAP000577,-0.470367096759273,1.0885297297256E-07,3.91124057760249E-06,AgamP4_X
AGAP009036,-0.916542182295905,1.1551020845163E-07,4.13551476517652E-06,AgamP4_3R
AGAP004984,1.13576878665022,1.21825141495582E-07,4.34597001184777E-06,AgamP4_2L
AGAP006819,-0.944420746065993,1.26078376854004E-07,4.48163601724252E-06,AgamP4_2L
AGAP006510,1.06484325800857,1.2722819561859E-07,4.50641363342287E-06,AgamP4_2L
AGAP004121,2.2523930036754,1.39981062654348E-07,4.9405372929033E-06,AgamP4_2R
AGAP010456,-1.00858707135398,1.49015799653489E-07,5.24082775247765E-06,AgamP4_3L
AGAP009012,0.54253189183007,1.49578082869185E-07,5.24207978449648E-06,AgamP4_3R
AGAP010556,-0.442054063429077,1.50762451545818E-07,5.26504800082641E-06,AgamP4_3L
AGAP006144,1.10339111152686,1.53785153799039E-07,5.35183089427214E-06,AgamP4_2L
AGAP011635,0.713692459848225,1.54578276805968E-07,5.36068846358816E-06,AgamP4_3L
AGAP002853,-1.91021602185598,1.70792770902426E-07,5.90243211386058E-06,AgamP4_2R
AGAP006534,-0.657444468052564,1.78727816126194E-07,6.15528703773012E-06,AgamP4_2L
AGAP004335,-0.547878760068097,1.91446098420286E-07,6.57056212957623E-06,AgamP4_2R
AGAP012744,2.93750412223092,1.92674530154818E-07,6.58999862072474E-06,AgamP4_UNKN
AGAP002461,0.727739189784774,2.06535933185128E-07,7.02948951103129E-06,AgamP4_2R
AGAP008621,0.628478819889207,2.06936644904267E-07,7.02948951103129E-06,AgamP4_3R
AGAP000585,-0.64309817711986,2.11753810087594E-07,7.16865874762525E-06,AgamP4_X
AGAP008887,0.681724361465654,2.31935848949541E-07,7.82022487857879E-06,AgamP4_3R
AGAP005175,-0.508404748971625,2.32571743600856E-07,7.82022487857879E-06,AgamP4_2L
AGAP011771,-0.900719252447517,2.49327827434631E-07,8.35542042578075E-06,AgamP4_3L
AGAP006422,-0.754315689801775,2.55962762985286E-07,8.54898449661932E-06,AgamP4_2L
AGAP006818,0.570380855291174,2.60426540901997E-07,8.6689811424668E-06,AgamP4_2L
AGAP003176,-0.999563816559489,2.74588579193458E-07,9.10993376237496E-06,AgamP4_2R
AGAP007017,-0.918376769552887,2.82091048202279E-07,9.32774818191788E-06,AgamP4_2L
