gene_id,log2foldchange,pvalue,padjust,gene_chr
AGAP004788,6.84541294446098,8.75544588783833E-45,4.21618496728855E-41,AgamP4_2L
AGAP003900,-6.04787397795131,1.36349654389011E-40,4.37727840473521E-37,AgamP4_2R
AGAP012818,-4.08059947159892,1.27331027811039E-38,3.06581282212028E-35,AgamP4_UNKN
AGAP002578,3.65790949649573,2.77313032305807E-38,5.34160362827446E-35,AgamP4_2R
AGAP008209,1.55646980771374,7.65984331136659E-35,1.05388501331102E-31,AgamP4_3R
AGAP001617,-1.78993552263296,2.08863693064771E-30,2.51445778488351E-27,AgamP4_2R
AGAP006707,1.9099586944854,9.4175803048665E-30,1.00778573240188E-26,AgamP4_2L
AGAP008922,1.84278500394605,7.52467754520817E-29,7.24701694378999E-26,AgamP4_3R
AGAP001102,-0.839174102829136,5.87215255379268E-27,5.14133647687066E-24,AgamP4_2R
AGAP013106,1.19424004723823,1.02498705531057E-26,8.22637527474678E-24,AgamP4_2R
AGAP012705,1.03987478500212,5.72933142407944E-26,4.24455314963916E-23,AgamP4_UNKN
AGAP010400,-2.57817686524052,1.23299851924013E-25,8.48214909914409E-23,AgamP4_3L
AGAP009040,-1.51668037992612,3.21844462067209E-25,2.06645600944619E-22,AgamP4_3R
AGAP000737,-1.25740728851123,6.60379640693583E-25,3.97507269969994E-22,AgamP4_X
AGAP029722,-5.79363731185809,5.3798062355085E-24,3.04781846201073E-21,AgamP4_3L
AGAP012469,-2.1763492118029,3.45014119580804E-23,1.84601721426818E-20,AgamP4_UNKN
AGAP010613,-2.70829840604189,3.79668233683489E-23,1.92451829400299E-20,AgamP4_3L
AGAP002483,1.80731208458906,1.30188449630049E-22,6.26922479193503E-20,AgamP4_2R
AGAP029469,0.890243819697626,3.69436177409164E-22,1.69430467839412E-19,AgamP4_3L
AGAP028567,-2.34404417611462,1.22138039374699E-20,5.34687026008059E-18,AgamP4_3R
AGAP004918,1.51191710463865,5.42314174900631E-20,2.27088166020347E-17,AgamP4_2L
AGAP001616,-1.55080381586326,1.19450417038759E-19,4.79344569375121E-17,AgamP4_2R
AGAP003066,1.23487480252731,2.18200751418712E-19,8.40596574765447E-17,AgamP4_2R
AGAP009433,0.981950241080661,3.2391609065481E-19,1.19985994965249E-16,AgamP4_3R
AGAP012995,3.29145164124061,4.80213333630836E-17,1.71293874674021E-14,AgamP4_2R
AGAP009592,-2.49205962969201,9.10012343425018E-17,3.13011745697369E-14,AgamP4_3R
AGAP004895,8.24741675948086,1.15689259522594E-16,3.84208020159347E-14,AgamP4_2L
AGAP028153,1.24796201307833,1.279908330018E-16,4.10893237546779E-14,AgamP4_3R
AGAP003636,-0.773609688363866,1.43635855564524E-16,4.46244169336107E-14,AgamP4_2R
AGAP002353,0.945545337643864,9.40676389155733E-16,2.83114196998715E-13,AgamP4_2R
AGAP009527,-1.51358776831845,9.92829484138582E-16,2.89755780658748E-13,AgamP4_3R
AGAP013155,-1.1931898661915,2.13306292519735E-15,6.04221442134578E-13,AgamP4_2R
AGAP004293,-1.94512494293387,3.28846499898252E-15,8.94401458376631E-13,AgamP4_2R
AGAP009591,2.81787225093767,3.3432096876294E-15,8.94401458376631E-13,AgamP4_3R
AGAP002336,-0.938791393598895,3.73965672362001E-15,9.73422537977955E-13,AgamP4_2R
AGAP008116,2.25554557204688,5.53001674773072E-15,1.4015681920367E-12,AgamP4_3R
AGAP010227,4.68134037581493,8.48233218225672E-15,2.09470105762345E-12,AgamP4_3R
AGAP008688,0.906442724306506,1.46841309734103E-14,3.53557163512288E-12,AgamP4_3R
AGAP006534,-1.16508569166918,1.91767459911542E-14,4.50466440587332E-12,AgamP4_2L
AGAP009165,2.53932835075295,6.26183762863571E-14,1.43589900479501E-11,AgamP4_3R
AGAP010909,-0.725775315424917,7.72253236007596E-14,1.7296676548812E-11,AgamP4_3L
AGAP011643,-0.8891704448637,1.305802623455E-13,2.85822387874889E-11,AgamP4_3L
AGAP012735,-2.43096697690395,1.99640185816039E-13,4.2727436213206E-11,AgamP4_UNKN
AGAP012565,-1.78816993964192,2.51626939336262E-13,5.2683022885816E-11,AgamP4_UNKN
AGAP010703,-2.73264852872883,3.04625960542559E-13,6.1800995243451E-11,AgamP4_3L
AGAP008469,-2.60376342419376,3.0801035943159E-13,6.1800995243451E-11,AgamP4_3R
AGAP010829,-1.09899785850271,4.79468037565468E-13,9.42399320365922E-11,AgamP4_3L
AGAP008806,-0.976136467938802,7.45893694177198E-13,1.43674043372412E-10,AgamP4_3R
AGAP028140,-5.69370642770659,7.64677399700895E-13,1.44404079147438E-10,AgamP4_3R
AGAP029534,-0.585602471962643,8.78771263025186E-13,1.62758577580684E-10,AgamP4_3L
AGAP009491,0.638992175535366,2.40067128380951E-12,4.36242738384329E-10,AgamP4_3R
AGAP005530,-2.53113698446144,2.85533957136026E-12,5.09255100217975E-10,AgamP4_2L
AGAP009045,1.21120758118984,2.95942206946502E-12,5.18221708200321E-10,AgamP4_3R
AGAP003289,-1.76056598185303,3.81731826366951E-12,6.56510574953589E-10,AgamP4_2R
AGAP001355,-4.89186214358397,4.14080366842963E-12,6.99650528607821E-10,AgamP4_2R
AGAP002439,1.47612239139405,4.30007457702534E-12,7.14034797436742E-10,AgamP4_2R
AGAP028206,-1.45608469206073,8.3423953893282E-12,1.36178999990881E-09,AgamP4_3R
AGAP013124,1.09678572613192,1.04908265396182E-11,1.68395250671772E-09,AgamP4_2R
AGAP010642,-2.75841120699497,1.07862657830583E-11,1.70299222551859E-09,AgamP4_3L
AGAP005621,0.672518245000425,1.31031165909564E-11,2.02880797120349E-09,AgamP4_2L
AGAP001613,-0.681317736909153,1.32711974027432E-11,2.02880797120349E-09,AgamP4_2R
AGAP002850,-1.52478784824923,1.55320114548484E-11,2.3373250362757E-09,AgamP4_2R
AGAP004255,-1.35437182239319,1.9627907777984E-11,2.90825199707329E-09,AgamP4_2R
AGAP006661,-1.44148942508755,3.22501994195171E-11,4.70608591832377E-09,AgamP4_2L
AGAP012292,1.11301067719575,3.50764462049252E-11,5.04210825969604E-09,AgamP4_3L
AGAP029473,-0.669584039272174,3.81948954874645E-11,5.40963291823191E-09,AgamP4_2L
AGAP002285,0.947985718259549,4.40964355298933E-11,6.15496768968699E-09,AgamP4_2R
AGAP009101,-2.04757109692535,6.12199196534749E-11,8.42298637403738E-09,AgamP4_3R
AGAP008536,-1.2408894429484,7.49210222994988E-11,1.01628783910771E-08,AgamP4_3R
AGAP028207,-2.36241733778477,7.835881963462E-11,1.04815804430698E-08,AgamP4_3L
AGAP011360,-0.616902430061823,9.12546336053251E-11,1.20393613185327E-08,AgamP4_3L
AGAP008939,1.28397771938231,1.09953480684727E-10,1.42663028604033E-08,AgamP4_3R
AGAP000385,-1.13215540959829,1.11096741203431E-10,1.42663028604033E-08,AgamP4_X
AGAP001886,0.628232674773671,1.12608601643673E-10,1.42701768740817E-08,AgamP4_2R
AGAP005502,1.08590419653007,1.2922301718004E-10,1.6162946473519E-08,AgamP4_2L
AGAP011582,-0.553874312786799,1.36565675156875E-10,1.68623591978957E-08,AgamP4_3L
AGAP013245,-2.99950516489862,1.5536219325056E-10,1.89404213062803E-08,AgamP4_2R
AGAP002520,0.497302052762236,1.87128909831974E-10,2.25279816323967E-08,AgamP4_2R
AGAP012056,0.936246000297489,1.89854455798925E-10,2.25739291827092E-08,AgamP4_3L
AGAP006969,-1.80619867148426,3.28631381425267E-10,3.85981565183749E-08,AgamP4_2L
AGAP000206,-7.27858959366729,3.66085910284255E-10,4.24791976138272E-08,AgamP4_X
AGAP029601,-1.12345342701148,4.17966411156639E-10,4.79218393553523E-08,AgamP4_2R
AGAP009443,0.606812410432335,4.43159040244119E-10,5.02125260775425E-08,AgamP4_3R
AGAP009417,-6.94800478026679,6.47992838692094E-10,7.25676631330647E-08,AgamP4_3R
AGAP002630,0.615512658850168,8.16921023385443E-10,9.04340962784505E-08,AgamP4_2R
AGAP010243,-0.938075436455837,8.94219172327987E-10,9.7866191462396E-08,AgamP4_3R
AGAP002194,-1.14981208061214,9.76736803349943E-10,1.04561584970112E-07,AgamP4_2R
AGAP005310,-0.89967422478509,9.7710960931472E-10,1.04561584970112E-07,AgamP4_2L
AGAP010828,-1.15692474550375,1.21390931801874E-09,1.28474292767456E-07,AgamP4_3L
AGAP008542,-0.847503678281569,2.17449965054346E-09,2.27637023199827E-07,AgamP4_3R
AGAP000669,0.702105933327905,2.47561495345223E-09,2.56372555018263E-07,AgamP4_X
AGAP007907,-0.867635865496242,2.67618502660831E-09,2.74195085013454E-07,AgamP4_3R
AGAP001557,0.923944021755668,2.80199568834137E-09,2.84063373414903E-07,AgamP4_2R
AGAP012958,-0.925525164918711,2.95501805629639E-09,2.96456030210318E-07,AgamP4_2R
AGAP000564,1.43857738987517,3.0303882845585E-09,3.0088319142869E-07,AgamP4_X
AGAP011531,1.57054915391847,3.26170158450014E-09,3.20545387350212E-07,AgamP4_3L
AGAP013318,3.89279203772657,3.37753876638068E-09,3.28576523828407E-07,AgamP4_2R
AGAP009382,-9.19630600734513,4.30430559085882E-09,4.14547671455612E-07,AgamP4_3R
AGAP001268,-0.960684515236194,4.66590603291181E-09,4.42403867768596E-07,AgamP4_2R
AGAP028694,1.66332710960554,4.68541112162774E-09,4.42403867768596E-07,AgamP4_3L
AGAP006878,-0.708931579335793,6.59186271821626E-09,6.16371163486804E-07,AgamP4_2L
AGAP008532,-0.984523842595858,7.10945317314642E-09,6.58376379909357E-07,AgamP4_3R
AGAP029505,-0.927186818843306,7.89498471093258E-09,7.24158073818969E-07,AgamP4_3R
AGAP010342,-0.531659113401561,8.06162201785521E-09,7.32414813721194E-07,AgamP4_3L
AGAP008944,0.838070600298631,8.13709740091037E-09,7.32414813721194E-07,AgamP4_3R
AGAP003861,1.31677632262684,9.34661852558127E-09,8.33493361295122E-07,AgamP4_2R
AGAP007114,-0.620569011758839,9.59246368267833E-09,8.47568969980505E-07,AgamP4_2L
AGAP003656,0.831599447480291,1.18415379447569E-08,1.03678047223594E-06,AgamP4_2R
AGAP028209,1.07302878998287,1.54350452067027E-08,1.33923351698877E-06,AgamP4_3R
AGAP002325,1.32547957639086,1.63110246026458E-08,1.4026024816793E-06,AgamP4_2R
AGAP002950,-3.88740341873862,1.65620400006558E-08,1.41158413492315E-06,AgamP4_2R
AGAP009052,0.782114203478993,1.70767833902797E-08,1.43617018080292E-06,AgamP4_3R
AGAP008630,1.00029731193362,1.7148745799225E-08,1.43617018080292E-06,AgamP4_3R
AGAP029394,3.2561612366145,1.75728929277592E-08,1.45159206578681E-06,AgamP4_2R
AGAP006330,-1.31651321786339,1.76343340979189E-08,1.45159206578681E-06,AgamP4_2L
AGAP001877,-0.702957117203966,2.04465768608528E-08,1.66882187921079E-06,AgamP4_2R
AGAP001073,-0.577108078215376,2.07927964121038E-08,1.68281867432749E-06,AgamP4_X
AGAP005359,-0.501822226368733,2.21449266792379E-08,1.77212945852167E-06,AgamP4_2L
AGAP009240,-1.09272839688412,2.22643198505993E-08,1.77212945852167E-06,AgamP4_3R
AGAP012148,-0.667597157279683,2.39053634101546E-08,1.88592979487474E-06,AgamP4_3L
AGAP012557,-1.79726561505,2.42749439016521E-08,1.88592979487474E-06,AgamP4_UNKN
AGAP008687,0.984632584326858,2.42815174503652E-08,1.88592979487474E-06,AgamP4_3R
AGAP029040,6.38580334783227,2.61571032091368E-08,2.01535248805757E-06,AgamP4_3L
AGAP029574,-0.625118376809015,3.13701367957475E-08,2.39782371015749E-06,AgamP4_3R
AGAP009194,1.25017909689981,3.53362109283049E-08,2.67917842421989E-06,AgamP4_3R
AGAP009197,0.950127671853908,3.57949768279523E-08,2.67917842421989E-06,AgamP4_3R
AGAP004984,1.09126402801251,3.58855795581316E-08,2.67917842421989E-06,AgamP4_2L
AGAP007180,-1.67454446301797,3.65838878804331E-08,2.71030326289578E-06,AgamP4_2L
AGAP006328,-1.00712086690207,3.76528864276097E-08,2.76820571896419E-06,AgamP4_2L
AGAP004288,-1.18002016630979,3.92922437912914E-08,2.86684545419642E-06,AgamP4_2R
AGAP004392,-0.857920177142826,4.02894581384671E-08,2.91750204008704E-06,AgamP4_2R
AGAP010379,-0.577048917259717,4.12376288180354E-08,2.96387763542164E-06,AgamP4_3L
AGAP008502,1.01403127450947,4.69297506999647E-08,3.34800317771377E-06,AgamP4_3R
AGAP004781,-0.636097069408176,4.9194203152301E-08,3.48374537176331E-06,AgamP4_2L
AGAP006647,-1.1261847592594,5.67346213418649E-08,3.98119499336693E-06,AgamP4_2L
AGAP006962,0.831838673331654,5.70454687036274E-08,3.98119499336693E-06,AgamP4_2L
AGAP002586,0.87671218312796,5.81001142518739E-08,4.02109192361606E-06,AgamP4_2R
AGAP006708,1.18781371619392,5.84521720803913E-08,4.02109192361606E-06,AgamP4_2L
AGAP004189,0.953770687387691,6.1777280938889E-08,4.21969498384709E-06,AgamP4_2R
AGAP008156,-1.10894063462845,6.3123577220119E-08,4.28053765747838E-06,AgamP4_3R
AGAP028497,-0.734186538392252,6.35569395721532E-08,4.28053765747838E-06,AgamP4_3L
AGAP008369,3.21577462836087,6.77415406306557E-08,4.53068595704059E-06,AgamP4_3R
AGAP008640,-1.0913056867181,6.91832154287367E-08,4.59519688133906E-06,AgamP4_3R
AGAP012857,1.35891979443504,7.08312716984173E-08,4.67243820361272E-06,AgamP4_UNKN
AGAP012780,-1.5486973463925,7.24362248226617E-08,4.74580463446976E-06,AgamP4_UNKN
AGAP012399,0.65175972605501,7.51172253052426E-08,4.8882026818567E-06,AgamP4_3L
AGAP004159,0.7599234529811,7.71096976685069E-08,4.98418455198248E-06,AgamP4_2R
AGAP012081,0.710325420264248,8.11490606898537E-08,5.21031069002654E-06,AgamP4_3L
AGAP013243,1.07251347962131,8.44307779382944E-08,5.38511802863386E-06,AgamP4_2R
AGAP028064,1.36114449826672,8.6640588144281E-08,5.46124605599435E-06,AgamP4_3R
AGAP009583,-1.91627476842388,8.67584515177173E-08,5.46124605599435E-06,AgamP4_3R
AGAP003198,1.55258844196416,9.49816720879395E-08,5.93510399133603E-06,AgamP4_2R
AGAP003200,1.25538667320504,9.55187538840291E-08,5.93510399133603E-06,AgamP4_2R
AGAP011388,1.08986093207592,1.14045539501468E-07,7.04084994191433E-06,AgamP4_3L
AGAP008442,1.04360539436825,1.21100120942847E-07,7.42875964841121E-06,AgamP4_3R
AGAP008436,1.42215565241478,1.23986468461037E-07,7.55768150473574E-06,AgamP4_3R
AGAP003629,-0.650357299703235,1.33187393808745E-07,8.06747037592467E-06,AgamP4_2R
AGAP009039,-1.18974481743609,1.3926540582249E-07,8.38290702172749E-06,AgamP4_3R
AGAP008909,0.751925788679565,1.44839146712148E-07,8.66425976388012E-06,AgamP4_3R
AGAP006209,0.800066546342914,1.58925893745684E-07,9.40720910669117E-06,AgamP4_2L
AGAP000523,0.555993547229911,1.59212447761464E-07,9.40720910669117E-06,AgamP4_X
AGAP012731,4.37863910612939,1.65739360781523E-07,9.73314502248076E-06,AgamP4_UNKN
AGAP000736,-1.17384911144159,1.70718255279692E-07,9.93218334731885E-06,AgamP4_X
AGAP013092,0.742887624715772,1.71191198801259E-07,9.93218334731885E-06,AgamP4_2L
AGAP011613,-1.27845997653856,2.0138855364826E-07,1.16142105400383E-05,AgamP4_3L
AGAP013449,0.684653880502335,2.13628817050539E-07,1.22467805774627E-05,AgamP4_X
AGAP012317,-1.03667388112631,2.57565231526746E-07,1.46781700877757E-05,AgamP4_3L
AGAP009594,3.57354763213081,2.60449180266212E-07,1.47552120890817E-05,AgamP4_3R
AGAP002170,0.539307573117009,2.78431990760433E-07,1.56817456316593E-05,AgamP4_2R
AGAP029782,-4.90359053919785,3.25858346713647E-07,1.82461728906926E-05,AgamP4_3L
AGAP002643,1.61498786206912,3.33271557540066E-07,1.85534009865224E-05,AgamP4_2R
AGAP004710,1.04370942866639,3.77030264804587E-07,2.08247615488105E-05,AgamP4_2L
AGAP007966,0.588472009300455,3.78396144849115E-07,2.08247615488105E-05,AgamP4_3R
AGAP003081,0.995649438573648,4.24528375375704E-07,2.32308680866103E-05,AgamP4_2R
AGAP011587,-0.613173482527932,4.45137457286864E-07,2.42210104583604E-05,AgamP4_3L
AGAP011980,1.33354420896594,4.55636465462422E-07,2.46530044880258E-05,AgamP4_3L
AGAP010373,-0.494584493341045,4.6662637167606E-07,2.51065842771628E-05,AgamP4_3L
AGAP001884,0.79278675984701,4.71576574197907E-07,2.52319665894447E-05,AgamP4_2R
AGAP008218,-1.88206812505153,4.79716298669642E-07,2.55256777485487E-05,AgamP4_3R
AGAP009416,-6.42539269736443,5.09498910920577E-07,2.69614506103081E-05,AgamP4_3R
AGAP011150,1.02563423574136,5.28688042420176E-07,2.78240138609219E-05,AgamP4_3L
AGAP028028,-1.99987064268093,5.35093560552719E-07,2.79311804878618E-05,AgamP4_3R
AGAP009056,1.18583798465151,5.36524596641516E-07,2.79311804878618E-05,AgamP4_3R
AGAP029417,-4.63699943343614,5.61313628777665E-07,2.90645782728908E-05,AgamP4_3R
AGAP002803,4.05354022231099,5.78781643581183E-07,2.98088021889325E-05,AgamP4_2R
AGAP000649,0.947004897462138,6.03622142349185E-07,3.09227917710905E-05,AgamP4_X
AGAP003238,0.778252254550547,6.5138271975212E-07,3.31929469520247E-05,AgamP4_2R
AGAP000849,0.606582117757503,6.69662493887678E-07,3.39448393612222E-05,AgamP4_X
AGAP007119,1.47941772895908,6.74738609159437E-07,3.40230761508615E-05,AgamP4_2L
AGAP005552,0.981815352643891,6.86080081583062E-07,3.44147774256587E-05,AgamP4_2L
AGAP029510,-0.572179762254645,7.42063112291824E-07,3.70301027693397E-05,AgamP4_2R
AGAP005234,-0.824109775914569,7.69036596117812E-07,3.81783064804673E-05,AgamP4_2L
AGAP029371,2.55193355519636,7.86230883468657E-07,3.88317417368545E-05,AgamP4_2L
AGAP006797,1.55914870406599,8.49083330907775E-07,4.17220487753713E-05,AgamP4_2L
AGAP012071,-0.986696611198361,9.18368189335924E-07,4.4897482393372E-05,AgamP4_3L
AGAP012744,2.28000751898416,9.62169415247978E-07,4.68012810012792E-05,AgamP4_UNKN
AGAP001584,0.515380426018939,9.90601741060996E-07,4.79421375284344E-05,AgamP4_2R
AGAP012865,3.03815456457081,1.0349527120769E-06,4.98287350315019E-05,AgamP4_UNKN
AGAP001522,-3.1596237304712,1.03993102910725E-06,4.98287350315019E-05,AgamP4_2R
AGAP006711,1.00790026457312,1.05289212573002E-06,5.02000201133953E-05,AgamP4_2L
AGAP013064,-6.02598643278518,1.07489732384484E-06,5.0903287824886E-05,AgamP4_X
AGAP012372,-0.551742969489511,1.07821313635933E-06,5.0903287824886E-05,AgamP4_3L
AGAP004400,0.495394792231486,1.20736247000819E-06,5.67224777982871E-05,AgamP4_2R
AGAP000534,0.676771817827623,1.22025505034928E-06,5.70498853879318E-05,AgamP4_X
AGAP006548,1.16260346202002,1.24979824504534E-06,5.81488255943557E-05,AgamP4_2L
AGAP001874,0.371823929557229,1.26467726447724E-06,5.85582054527901E-05,AgamP4_2R
AGAP011098,-0.70008098321731,1.29780284100876E-06,5.98044935969157E-05,AgamP4_3L
AGAP013357,-0.47029922808627,1.57532894725494E-06,7.22475861476778E-05,AgamP4_2R
AGAP001296,-0.383297415053621,1.77153857745422E-06,8.0861080755742E-05,AgamP4_2R
AGAP005912,-1.77001263772077,1.79991366751581E-06,8.17687194898339E-05,AgamP4_2L
AGAP003040,-0.719026784541553,1.83171045928637E-06,8.28225513304557E-05,AgamP4_2R
AGAP012053,1.34865368532726,1.87479865992056E-06,8.43747004378265E-05,AgamP4_3L
AGAP005861,0.965979949348931,1.99215359461327E-06,8.92392152080018E-05,AgamP4_2L
AGAP029050,0.389263060845146,2.11986242780963E-06,9.45203474177524E-05,AgamP4_X
AGAP006037,-0.412965320460043,2.13144568954096E-06,9.45936333623719E-05,AgamP4_2L
AGAP003092,0.561012187239764,2.14114962859486E-06,9.45936333623719E-05,AgamP4_2R
AGAP012615,1.50558129323865,2.21853851842984E-06,9.75650432465655E-05,AgamP4_UNKN
AGAP000935,0.502107623372848,2.34848636277177E-06,0.000102810327999,AgamP4_X
AGAP029691,-2.41385565040266,2.42051646325315E-06,0.000105484136007,AgamP4_2L
AGAP003232,0.552605092469391,2.47856306844214E-06,0.000107527211316,AgamP4_2R
AGAP028364,-0.656136868766418,2.49340290190874E-06,0.000107685934297,AgamP4_Mt
AGAP004112,-0.624471327938591,2.85981258899844E-06,0.000122844883659,AgamP4_2R
AGAP009652,0.429834252533633,2.86990954452668E-06,0.000122844883659,AgamP4_3R
AGAP028621,-0.40315495774763,3.09652969955479E-06,0.000131958750161,AgamP4_3L
AGAP007602,1.06533140860765,3.13353900433427E-06,0.000132947639431,AgamP4_2L
AGAP003255,-5.94511583196529,3.20070779881887E-06,0.000134641176767,AgamP4_2R
AGAP002137,0.639321622932726,3.20141516766009E-06,0.000134641176767,AgamP4_2R
AGAP004285,-0.537305472814076,3.27291285755054E-06,0.000137049668396,AgamP4_2R
AGAP009005,-2.65479587887176,3.42373706001851E-06,0.000142744639069,AgamP4_3R
AGAP010930,-0.785231633182967,3.6662684769289E-06,0.000152197550437,AgamP4_3L
AGAP010366,1.25714222267164,3.96844671096486E-06,0.000163984481776,AgamP4_3L
AGAP009404,0.718392447526513,3.98425591689235E-06,0.000163984481776,AgamP4_3R
AGAP004352,0.546037513926943,4.14175901659817E-06,0.000169741621655,AgamP4_2R
AGAP008293,-0.764255945409669,4.39557770409242E-06,0.000179380546051,AgamP4_3R
AGAP002914,0.626665854176831,4.55498040719319E-06,0.000185101334606,AgamP4_2R
AGAP013393,0.666502954640435,4.89225506233006E-06,0.000197248829958,AgamP4_2R
AGAP028029,1.16603041129125,4.89486765235848E-06,0.000197248829958,AgamP4_3R
AGAP012106,0.579708696146249,4.98885533385724E-06,0.000200198607168,AgamP4_3L
AGAP009522,-0.461423760710957,5.24591395515555E-06,0.000209640652706,AgamP4_3R
AGAP002286,0.894510239525212,5.34289801918949E-06,0.000212634094309,AgamP4_2R
AGAP007860,-0.692507106668843,5.63467438322664E-06,0.000223323246851,AgamP4_3R
AGAP009059,-0.671311452639288,5.75017323575378E-06,0.000226966878826,AgamP4_3R
AGAP008932,-0.453327875761808,5.84077144304205E-06,0.00022960191742,AgamP4_3R
AGAP007054,-2.4197260134301,5.95122522231841E-06,0.000232992886651,AgamP4_2L
AGAP004816,1.77096043388674,6.47040292952385E-06,0.000252293322325,AgamP4_2L
AGAP011353,0.923308536669819,6.72207558234214E-06,0.000260288454959,AgamP4_3L
AGAP010827,-4.04252174149536,6.72950111980644E-06,0.000260288454959,AgamP4_3L
AGAP006879,0.544300198992109,6.96850938977381E-06,0.000268454855732,AgamP4_2L
AGAP004212,1.18516502794833,7.11366617007312E-06,0.000272955055315,AgamP4_2R
AGAP001364,-0.881355513464508,7.47060740919097E-06,0.000285513571262,AgamP4_2R
AGAP005188,0.532953659980217,7.58156354033969E-06,0.000288608847656,AgamP4_2L
AGAP002591,-0.675260582340442,7.61832245502515E-06,0.000288866391986,AgamP4_2R
AGAP003209,0.955344053894446,7.78904862968749E-06,0.000294181675892,AgamP4_2R
AGAP029539,-0.672391133688783,7.92118461160723E-06,0.000298003628884,AgamP4_3L
AGAP010514,0.490295502107202,8.04471270966255E-06,0.000301178384245,AgamP4_3L
AGAP001524,1.96828745608851,8.06811578602433E-06,0.000301178384245,AgamP4_2R
AGAP011180,-0.510535400001592,8.75602059698438E-06,0.000324848067545,AgamP4_3L
AGAP029550,0.464796821822749,8.76964983509103E-06,0.000324848067545,AgamP4_2R
AGAP010612,0.739061914166157,8.943441033926E-06,0.000330016400758,AgamP4_3L
AGAP010417,-0.710370462370255,9.10227350703636E-06,0.000334595405138,AgamP4_3L
AGAP008007,-0.642584571353209,9.47797769033481E-06,0.000347081380744,AgamP4_3R
AGAP010691,0.655786486967721,9.54439132887621E-06,0.000348189518517,AgamP4_3L
AGAP005396,-1.77991921090389,9.64621449708E-06,0.000350576195552,AgamP4_2L
AGAP005641,-0.664718090548574,1.0057498374475E-05,0.000364149499416,AgamP4_2L
AGAP012256,0.783153984266087,1.01140308756902E-05,0.000364389285757,AgamP4_3L
AGAP002324,1.05071579480183,1.01397911517781E-05,0.000364389285757,AgamP4_2R
AGAP001311,0.830633979493984,1.02687319440076E-05,0.000367651142575,AgamP4_2R
AGAP009772,0.63782028406539,1.04198416021253E-05,0.000371679609148,AgamP4_3R
AGAP008927,-0.948267041000692,1.05218733972546E-05,0.000373934179664,AgamP4_3R
AGAP006670,1.21986483379178,1.0647829752357E-05,0.000377019295386,AgamP4_2L
AGAP000260,0.556945688832705,1.08443044973904E-05,0.000381610304273,AgamP4_X
AGAP008615,0.909164193669975,1.0856735891474E-05,0.000381610304273,AgamP4_3R
AGAP006096,0.603793272677025,1.12661305713172E-05,0.000394560376481,AgamP4_2L
AGAP000603,-1.43626782717805,1.15088243046936E-05,0.00040159959014,AgamP4_X
AGAP002245,0.369208517230413,1.19628335366255E-05,0.000415935197802,AgamP4_2R
AGAP029492,-0.669241657981593,1.2180326258983E-05,0.000421973820864,AgamP4_3L
AGAP012734,-4.81044964938877,1.23457914353075E-05,0.000426173180335,AgamP4_UNKN
AGAP001903,0.454174344952089,1.27709423903678E-05,0.00043927480772,AgamP4_2R
AGAP001929,-0.931313888342446,1.28377193024308E-05,0.000440000265487,AgamP4_2R
AGAP004350,-1.96917924183756,1.29176407847919E-05,0.000441169497866,AgamP4_2R
AGAP002138,3.31738795115511,1.33152757736534E-05,0.000453142830304,AgamP4_2R
AGAP007736,-1.64678046785735,1.37764323334196E-05,0.000466460169012,AgamP4_3R
AGAP009072,0.410328969809768,1.38034625862776E-05,0.000466460169012,AgamP4_3R
AGAP012418,0.457110014720145,1.39523074776701E-05,0.000469841515096,AgamP4_3L
AGAP002718,-1.47288726713858,1.4365514572411E-05,0.000482070630129,AgamP4_2R
AGAP012770,-0.636332232365267,1.48209816134725E-05,0.000495628034442,AgamP4_UNKN
AGAP001732,0.944106659296371,1.50039123015854E-05,0.000500009271199,AgamP4_2R
AGAP006599,0.52821643453969,1.54831759641198E-05,0.000514162491608,AgamP4_2L
AGAP000585,-0.424375736234013,1.55353841821147E-05,0.000514162491608,AgamP4_X
AGAP002804,-2.4325341947166,1.5742617835403E-05,0.000519236823194,AgamP4_2R
AGAP007007,-2.01006956283576,1.59428608024837E-05,0.000524046731702,AgamP4_2L
AGAP001699,0.895081072253925,1.65635686510568E-05,0.000542597719994,AgamP4_2R
AGAP028066,1.10484805523789,1.70388024066286E-05,0.000556273579587,AgamP4_3R
AGAP002239,0.813917878413141,1.74018908084935E-05,0.000566208143164,AgamP4_2R
AGAP007201,0.430839576985728,1.80410668173432E-05,0.00058502866841,AgamP4_2L
AGAP013188,-0.864743453217912,1.81354790161401E-05,0.000586116773169,AgamP4_2R
AGAP004906,0.543986297855068,1.82362276710691E-05,0.000587401701338,AgamP4_2L
AGAP010865,-0.914799218177666,1.88412990971018E-05,0.000604868505347,AgamP4_3L
AGAP009497,0.806149522400794,1.90593739953157E-05,0.000609836647671,AgamP4_3R
AGAP000560,0.574586758303483,1.91617830043838E-05,0.000611083218925,AgamP4_X
AGAP007906,-0.577053083383587,2.01753134506276E-05,0.000641281992881,AgamP4_3R
AGAP000190,-0.445767212432133,2.04421494610255E-05,0.000647626123221,AgamP4_X
AGAP007027,0.735590847706014,2.0797892553275E-05,0.000655767069079,AgamP4_2L
AGAP012396,-0.588714022018006,2.08352946877902E-05,0.000655767069079,AgamP4_3L
AGAP010815,-2.52221224527979,2.11783497610318E-05,0.000664393115793,AgamP4_3L
AGAP000618,0.522165396752756,2.14426563666723E-05,0.000670500725544,AgamP4_X
