gene_id,log2foldchange,pvalue,padjust,gene_chr
AGAP029722,-2.76384793633895,1.81506320508425E-10,5.57884426944531E-08,AgamP4_3L
AGAP008532,-1.32999959351086,3.45643069446912E-10,1.03113460394119E-07,AgamP4_3R
AGAP002417,-1.34586179823114,8.84641625457925E-10,2.56369143057707E-07,AgamP4_2R
AGAP003906,-1.91153815493716,9.53305712699234E-10,2.68593884553009E-07,AgamP4_2R
AGAP010703,-2.47932035792742,1.72976483648165E-09,4.74189317200902E-07,AgamP4_3L
AGAP006968,4.42716815859499,1.85526572607466E-09,4.9520948051514E-07,AgamP4_2L
AGAP010466,-3.47666320355922,2.17996141823702E-09,5.66957658081489E-07,AgamP4_3L
AGAP003081,0.956871634970951,3.68701308063134E-09,9.34934341921091E-07,AgamP4_2R
AGAP028564,3.1501031393598,3.9432681254591E-09,9.75526063330041E-07,AgamP4_3R
AGAP005656,1.42656098349627,5.19615308486452E-09,1.25487096999478E-06,AgamP4_2L
AGAP001364,-1.30780196838642,1.01998409231229E-08,2.40597642984269E-06,AgamP4_2R
AGAP010642,-1.87944393079619,1.30147102289186E-08,3.00018649663457E-06,AgamP4_3L
AGAP008469,-3.05159167481252,1.36970083760536E-08,3.08730568796248E-06,AgamP4_3R
AGAP012731,6.81576818027122,3.68228435459028E-08,8.11943700187156E-06,AgamP4_UNKN
AGAP013245,-2.55737641693734,3.91781478065729E-08,8.45497772770359E-06,AgamP4_2R
AGAP012611,-3.18656848670892,4.63088582794276E-08,9.78564061517154E-06,AgamP4_UNKN
AGAP007301,-1.06695487814601,6.60935131665346E-08,1.36813572254727E-05,AgamP4_2L
AGAP004788,3.77198306845662,7.51050093631753E-08,1.52358021994137E-05,AgamP4_2L
AGAP029752,-1.25009994700562,8.57479034041328E-08,1.70537447887867E-05,AgamP4_3L
AGAP028621,-1.29523648325326,9.50609015268398E-08,1.85423600805142E-05,AgamP4_3L
AGAP004103,-1.60682907945916,1.065476127547E-07,2.03908006824702E-05,AgamP4_2R
AGAP029601,-1.17622156961921,1.1880913465942E-07,2.23163157935277E-05,AgamP4_2R
AGAP009440,-2.80478275574891,1.21597863390759E-07,2.24248568794994E-05,AgamP4_3R
AGAP001893,-1.3011542795163,1.30778414693039E-07,2.36872403612767E-05,AgamP4_2R
AGAP006345,-1.60600978979558,1.3966461063127E-07,2.48529499233855E-05,AgamP4_2L
AGAP010827,-7.19913282379268,1.61419721573034E-07,2.82289695847462E-05,AgamP4_3L
AGAP009040,-1.19167951065821,1.83230262970479E-07,3.1500077242535E-05,AgamP4_3R
AGAP001965,2.23030689300658,1.88624929739144E-07,3.18870443724022E-05,AgamP4_2R
AGAP001355,-3.67125110520831,2.18282001660636E-07,3.6044997224315E-05,AgamP4_2R
AGAP013439,-1.845053282217,2.20328288268513E-07,3.6044997224315E-05,AgamP4_2R
AGAP029792,2.0165510930497,2.48990904568161E-07,4.0087535635474E-05,AgamP4_3R
AGAP002285,0.958496952110687,3.1735671929102E-07,5.02960813088878E-05,AgamP4_2R
AGAP001552,2.57784140301512,4.2322587510656E-07,6.60427700185514E-05,AgamP4_2R
AGAP003006,0.913513983725838,4.57959739749496E-07,7.03800854587748E-05,AgamP4_2R
AGAP008606,-2.69257043543433,5.39272340893072E-07,8.16393933384841E-05,AgamP4_3R
AGAP002483,1.99176988659489,5.60252561505646E-07,8.35682607551731E-05,AgamP4_2R
AGAP008922,1.35322747528721,6.39279406005424E-07,9.39740726827973E-05,AgamP4_3R
AGAP006510,1.61494690316797,6.9002046123225E-07,9.99839648325531E-05,AgamP4_2L
AGAP001616,-0.913124586762563,7.37325476816948E-07,0.000105333694526,AgamP4_2R
AGAP001617,-0.973309269397278,8.48662822191086E-07,0.000118484565243,AgamP4_2R
AGAP028463,-3.86872565173022,8.52743099945522E-07,0.000118484565243,AgamP4_2L
AGAP004232,-1.04673103062961,9.4603268121111E-07,0.000129296299029,AgamP4_2R
AGAP009446,0.695460808700274,9.5605071746073E-07,0.000129296299029,AgamP4_3R
AGAP003481,-1.18986041666782,1.06670015650031E-06,0.000142362364308,AgamP4_2R
AGAP002620,1.09117933973026,1.25919312099624E-06,0.000165870075666,AgamP4_2R
AGAP012385,-2.36644519761242,1.31983780202812E-06,0.000171629677256,AgamP4_3L
AGAP002866,2.05138393419762,1.73616625596511E-06,0.000222910561193,AgamP4_2R
AGAP007088,1.0323633287956,1.82677797024069E-06,0.000231612611902,AgamP4_2L
AGAP011643,-0.84434305633814,2.03326081309419E-06,0.000254609437373,AgamP4_3L
AGAP010616,1.0048556073242,2.30416275055417E-06,0.000285013692425,AgamP4_3L
AGAP001613,-0.700251414273748,2.51481683529124E-06,0.000307322736872,AgamP4_2R
AGAP002324,0.938993798052531,2.58242084689381E-06,0.000311827317262,AgamP4_2R
AGAP002578,1.59235238641676,2.73100372334665E-06,0.000325889067834,AgamP4_2R
AGAP012865,2.64744991894959,2.81407651931064E-06,0.000331897420179,AgamP4_UNKN
AGAP012801,-3.07520848119665,3.13854316264061E-06,0.000365910842513,AgamP4_UNKN
AGAP009433,0.649786736631738,3.55807806652848E-06,0.000409835797919,AgamP4_3R
AGAP005705,1.41292428861783,3.5961141688683E-06,0.000409835797919,AgamP4_2L
AGAP012958,-1.31332872392228,3.80412974770803E-06,0.000428725422567,AgamP4_2R
AGAP001726,-3.28717340722172,3.89894274672933E-06,0.000434582156924,AgamP4_2R
AGAP004189,1.01699495364508,4.26050531444332E-06,0.000469720710917,AgamP4_2R
AGAP010306,-2.18771642585679,4.36574940871177E-06,0.000476148346802,AgamP4_3R
AGAP003007,-1.84644732947803,5.07995313256677E-06,0.000545949027494,AgamP4_2R
AGAP010531,-3.9902551908198,5.11339422379219E-06,0.000545949027494,AgamP4_3L
AGAP006797,1.40098342798901,8.06461915830736E-06,0.000852077417945,AgamP4_2L
AGAP029505,-1.05306334900362,9.61288360415807E-06,0.001005190498938,AgamP4_3R
AGAP028374,-2.03459924935014,9.92139400520258E-06,0.001026864279538,AgamP4_Mt
AGAP006969,-2.31999416994603,1.04248431560628E-05,0.001065296707991,AgamP4_2L
AGAP003200,0.790276891407226,1.0606776546945E-05,0.001065296707991,AgamP4_2R
AGAP004988,4.68464361354165,1.06782980447604E-05,0.001065296707991,AgamP4_2L
AGAP008887,0.743372626026896,1.07128329108787E-05,0.001065296707991,AgamP4_3R
AGAP004203,-2.99572981541923,1.08482909966567E-05,0.001068293355137,AgamP4_2R
AGAP006471,-0.879832127766917,1.12672431356905E-05,0.001098881222359,AgamP4_2L
AGAP008551,-1.79298346839502,1.21388999612499E-05,0.001172617736257,AgamP4_3R
AGAP007139,1.45979030890297,1.36013838271267E-05,0.001301498454326,AgamP4_2L
AGAP029574,-0.952345109599818,1.63506465029886E-05,0.001549949602615,AgamP4_3R
AGAP002648,-4.91160463810866,1.73425942079199E-05,0.00162875863936,AgamP4_2R
AGAP000011,-2.25413160728491,1.80837791074758E-05,0.00165432952353,AgamP4_X
AGAP003092,0.721620327364211,1.80862227441927E-05,0.00165432952353,AgamP4_2R
AGAP008004,-1.02424930889898,1.81424819846295E-05,0.00165432952353,AgamP4_3R
AGAP029312,-5.88124465838779,1.82672687208229E-05,0.00165432952353,AgamP4_3L
AGAP001966,1.85897183810266,2.14977518405768E-05,0.00191853127788,AgamP4_2R
AGAP001395,1.25721075351198,2.15629069977608E-05,0.00191853127788,AgamP4_2R
AGAP006422,-1.55516473574809,2.26079352943004E-05,0.001994019892957,AgamP4_2L
AGAP012053,1.22323910147609,2.46489648801157E-05,0.002155296989474,AgamP4_3L
AGAP007055,0.785548219512915,2.51105315453393E-05,0.002176889927046,AgamP4_2L
AGAP001273,-0.674039050605956,2.88824371867039E-05,0.002481155848118,AgamP4_2R
AGAP002645,-1.02829813126616,2.91461242779435E-05,0.002481155848118,AgamP4_2R
AGAP007809,-1.05198827244778,2.93541064551136E-05,0.002481155848118,AgamP4_3R
AGAP009649,1.49440526158781,3.13241354797177E-05,0.002625790960089,AgamP4_3R
AGAP029040,5.84574418521419,3.20490362026583E-05,0.002664535854128,AgamP4_3L
AGAP010405,0.693167621558832,3.23913116585846E-05,0.002671098163846,AgamP4_3L
AGAP012343,-0.973690318932078,3.28447771814776E-05,0.002686649797998,AgamP4_3L
AGAP001690,1.5134843364969,3.4289657606576E-05,0.002777970056792,AgamP4_2R
AGAP012056,0.722197727952292,3.45089448048675E-05,0.002777970056792,AgamP4_3L
AGAP011196,3.5882344561028,3.73336121103116E-05,0.00298169155618,AgamP4_3L
AGAP028064,1.39696779079946,3.90496503732019E-05,0.003094379716683,AgamP4_3R
AGAP001356,-2.76602710683329,4.20259439497175E-05,0.003281445727805,AgamP4_2R
AGAP007256,-1.41358808483283,4.2057374013075E-05,0.003281445727805,AgamP4_2L
AGAP013318,3.44289975462891,4.34434178940663E-05,0.00336371440992,AgamP4_2R
AGAP002012,0.840112964515418,4.58260387472291E-05,0.003521314477372,AgamP4_2R
AGAP000736,-1.15098944055216,4.83092410916994E-05,0.003684215281151,AgamP4_X
AGAP011721,-1.44954354314844,4.97638996802205E-05,0.003766830107884,AgamP4_3L
AGAP008542,-1.07407207284535,5.17832130229431E-05,0.003890645405124,AgamP4_3R
AGAP010815,-2.5836760651453,5.28343994214224E-05,0.003940436127437,AgamP4_3L
AGAP009165,0.901176621564157,5.67344325015266E-05,0.004200418604839,AgamP4_3R
AGAP003138,1.19439360992237,5.77784312054952E-05,0.004246714693604,AgamP4_2R
AGAP010123,-2.3751270331394,5.82326798848794E-05,0.004249309871024,AgamP4_3R
AGAP009591,1.86455362005113,6.05989587830021E-05,0.004381699511364,AgamP4_3R
AGAP000274,-1.68048769698677,6.09109367152076E-05,0.004381699511364,AgamP4_X
AGAP029496,0.669457575135782,6.1383507574072E-05,0.004384598009323,AgamP4_3R
AGAP006696,1.91824877145355,6.25149539031585E-05,0.004434190052026,AgamP4_2L
AGAP009374,-7.91396315562668,6.3150306931696E-05,0.004448149744501,AgamP4_3R
AGAP001268,-0.681872664327967,6.45173547384405E-05,0.004487217291779,AgamP4_2R
AGAP003255,-4.34749962923165,6.45897391895588E-05,0.004487217291779,AgamP4_2R
AGAP012873,-3.63420690542369,6.65853188274935E-05,0.004594386999097,AgamP4_UNKN
AGAP007751,-0.594302738541042,6.70458338326808E-05,0.004594904679492,AgamP4_3R
AGAP005009,-2.11847756857231,7.06580111475611E-05,0.004809961121273,AgamP4_2L
AGAP028579,1.83571731160763,8.72686270037427E-05,0.005901104557993,AgamP4_UNKN
AGAP009585,-1.25798705795937,9.63780523931302E-05,0.006473924406778,AgamP4_3R
AGAP029328,-5.89781728364541,0.000100387971446,0.006698915752486,AgamP4_3L
AGAP028153,1.08260112948421,0.000101321742332,0.006717035506366,AgamP4_3R
AGAP003067,1.13491083730923,0.000110854501696,0.007301280589008,AgamP4_2R
AGAP007102,-1.05504401703109,0.000112256016093,0.007336226036399,AgamP4_2L
AGAP029349,-4.17391629616649,0.000112831633804,0.007336226036399,AgamP4_2L
AGAP005371,-1.23773257060698,0.000113670274607,0.007343678951232,AgamP4_2L
AGAP029394,2.25249868614018,0.000116879202407,0.007503200949438,AgamP4_2R
AGAP011150,1.03907471842092,0.000127389466522,0.00808054595387,AgamP4_3L
AGAP004104,-0.853302384488171,0.000127465971864,0.00808054595387,AgamP4_2R
AGAP012858,1.2030940361089,0.000129329241671,0.008147742225277,AgamP4_UNKN
AGAP005434,1.45957353119243,0.000137609713869,0.008615897085006,AgamP4_2L
AGAP009382,-5.82067853590306,0.000141223082033,0.008787887859256,AgamP4_3R
AGAP001404,-1.41836304905848,0.000151584917913,0.009375157453633,AgamP4_2R
AGAP002626,1.15590288762598,0.000154773982384,0.009495734398533,AgamP4_2R
AGAP006534,-1.00294196644234,0.000155406872736,0.009495734398533,AgamP4_2L
AGAP004154,1.82628692330868,0.00015840691238,0.009621085702236,AgamP4_2R
AGAP028015,-3.85997512335466,0.000160869524686,0.009712497552914,AgamP4_3R
AGAP012960,-1.19440417164303,0.00016815461743,0.010049970880598,AgamP4_2R
AGAP006232,0.647915862030106,0.000168440801509,0.010049970880598,AgamP4_2L
AGAP013395,-0.767899757766459,0.000175215073875,0.010393020434613,AgamP4_2R
AGAP012746,-1.90982344457573,0.000181670031448,0.010713250749872,AgamP4_UNKN
AGAP008621,0.655944084704423,0.000196884180643,0.011543330891701,AgamP4_3R
AGAP028076,0.528992326307083,0.000202318108959,0.01179375045502,AgamP4_3R
AGAP028128,0.897562180810229,0.000209390467984,0.012040778551563,AgamP4_3R
AGAP008596,-1.55271654564442,0.000209460284415,0.012040778551563,AgamP4_3R
AGAP029464,2.05605247859059,0.00021011710575,0.012040778551563,AgamP4_3L
AGAP007039,-1.2872317250128,0.000218798553488,0.012467829932764,AgamP4_2L
AGAP006423,-2.12741556913405,0.000237900291297,0.013480573489513,AgamP4_2L
AGAP013064,-4.97272092610197,0.00024086088277,0.013572510744065,AgamP4_X
AGAP013070,-3.45571511136215,0.000244608889744,0.013707557837951,AgamP4_2R
AGAP005655,0.799313039727049,0.000248839884898,0.013868038200673,AgamP4_2L
AGAP000376,-2.42049072755753,0.00025489749273,0.014097630573861,AgamP4_X
AGAP003509,0.880684862815678,0.000255739330138,0.014097630573861,AgamP4_2R
AGAP028555,-3.06262469567134,0.000268412645215,0.014716267353599,AgamP4_3R
AGAP012761,1.46347519842642,0.000270204376197,0.01473485477291,AgamP4_UNKN
AGAP009617,0.81822299075914,0.000272678076339,0.01479023384121,AgamP4_3R
AGAP001929,-0.907277869943928,0.000281965297391,0.015169543238433,AgamP4_2R
AGAP001901,1.16158964550463,0.000282662296368,0.015169543238433,AgamP4_2R
AGAP003142,1.03713605683328,0.000286134447481,0.015275061583162,AgamP4_2R
AGAP003184,0.883095767441578,0.000297378059717,0.015701001661007,AgamP4_2R
AGAP013001,1.35171164684733,0.000299016411104,0.015701001661007,AgamP4_2R
AGAP006906,1.23168789105308,0.00029939449334,0.015701001661007,AgamP4_2L
AGAP007027,0.687585312961352,0.000300305069726,0.015701001661007,AgamP4_2L
AGAP007007,-2.11673482215549,0.000308177190185,0.016029955077176,AgamP4_2L
AGAP012721,2.21259983840424,0.000342798647497,0.017738522151711,AgamP4_UNKN
AGAP012394,-1.99744245465387,0.000344522218662,0.017738522151711,AgamP4_3L
AGAP027998,-1.49849779175833,0.000355858625427,0.018229666857084,AgamP4_3L
AGAP012571,-1.6537906390519,0.00035809799992,0.018252201071292,AgamP4_UNKN
AGAP010498,0.533208140036471,0.000366392029562,0.018581571779215,AgamP4_3L
AGAP008156,-0.769758175756841,0.000370038390524,0.018673131318852,AgamP4_3R
AGAP010548,-1.1222386980585,0.000393099983565,0.019657080071625,AgamP4_3L
AGAP001582,-3.2209521486565,0.000393412920688,0.019657080071625,AgamP4_2R
AGAP007238,-0.700125162942701,0.000398072962908,0.019792421876345,AgamP4_2L
AGAP006769,1.76045864981949,0.000406188046858,0.020017561433185,AgamP4_2L
AGAP008699,-1.06231160203419,0.000406548127303,0.020017561433185,AgamP4_3R
AGAP029046,0.730081282517673,0.000423846172294,0.020768462442403,AgamP4_2L
AGAP010812,-2.37936247653848,0.000439414669496,0.021271423384665,AgamP4_3L
AGAP005869,0.610814760690003,0.000439494744257,0.021271423384665,AgamP4_2L
AGAP002586,0.69809451414312,0.000440402140469,0.021271423384665,AgamP4_2R
AGAP000190,-0.876014332437784,0.000453630652902,0.021806519963889,AgamP4_X
AGAP003225,1.41762756627384,0.000458593459947,0.021941101246441,AgamP4_2R
AGAP007847,-0.644197568317194,0.000465971227972,0.022189418616543,AgamP4_3R
AGAP028512,3.42132518751056,0.000479066294586,0.022706399186842,AgamP4_3L
AGAP007384,-0.855501576307531,0.000486449786557,0.022949117139761,AgamP4_2L
AGAP008535,-1.64706220453028,0.000512833858865,0.024081823289202,AgamP4_3R
AGAP010580,1.17853285699233,0.000542683066436,0.025316583894401,AgamP4_3L
AGAP007304,-1.27957102229955,0.000544120604257,0.025316583894401,AgamP4_2L
AGAP003231,1.31155091337627,0.000549379543109,0.02544455116784,AgamP4_2R
AGAP010909,-0.71140969129478,0.000556810071045,0.025565172141162,AgamP4_3L
AGAP010763,-2.6869682622142,0.000557024848979,0.025565172141162,AgamP4_3L
AGAP001333,-2.18763515529875,0.000573884886254,0.026220335140878,AgamP4_2R
AGAP003939,-2.16405843498079,0.000585818717455,0.026645557180011,AgamP4_2R
AGAP028393,-1.02423472468101,0.000603469088966,0.02732583468474,AgamP4_Mt
AGAP010328,1.29991614157169,0.000606523641766,0.027342085770818,AgamP4_3L
AGAP012648,-3.12450389259982,0.000622290765466,0.027928739974002,AgamP4_UNKN
AGAP012378,-1.75277759442814,0.000625644150855,0.027955544590849,AgamP4_3L
AGAP011390,-1.33012158077065,0.000634185184423,0.028212896164945,AgamP4_3L
AGAP012981,-0.753843872830099,0.000643158526047,0.028487148164605,AgamP4_2R
AGAP008438,1.25329156841745,0.000646472652995,0.028509443997086,AgamP4_3R
AGAP007302,-0.754476256122256,0.000655073957145,0.028662185695188,AgamP4_2L
AGAP003861,0.653854503958001,0.000655587802552,0.028662185695188,AgamP4_2R
AGAP011613,-1.00250433919657,0.000658942308357,0.028685201002833,AgamP4_3L
AGAP012780,-1.25056116184831,0.00068465171634,0.029677018627494,AgamP4_UNKN
AGAP003358,0.969369107279508,0.000700557562594,0.030237256839963,AgamP4_2R
AGAP006710,-1.32923826136019,0.000717513306258,0.030600635622026,AgamP4_2L
AGAP008549,-4.06653378503898,0.000717712692016,0.030600635622026,AgamP4_3R
AGAP008442,0.611496071248225,0.000718027336887,0.030600635622026,AgamP4_3R
AGAP007317,0.863642259836442,0.000733577599977,0.031132542245031,AgamP4_2L
AGAP005763,-1.34895271315751,0.000742683535364,0.031387662913332,AgamP4_2L
AGAP012506,-5.26235361653757,0.000752205035464,0.031658156326611,AgamP4_UNKN
AGAP004923,-1.67217778192261,0.000785283937672,0.032838160121755,AgamP4_2L
AGAP004266,-0.800517746668668,0.000788590767914,0.032838160121755,AgamP4_2R
AGAP005611,-1.75534636762867,0.000789954753989,0.032838160121755,AgamP4_2L
AGAP006663,-0.829872002834689,0.000793846224936,0.032854021323882,AgamP4_2L
AGAP028493,-3.64768550953571,0.000796814477539,0.032854021323882,AgamP4_3L
AGAP006670,1.43412673509844,0.000811655229788,0.033220438566656,AgamP4_2L
AGAP008932,-0.524828442147671,0.000812251677465,0.033220438566656,AgamP4_3R
AGAP009039,-1.19227888835879,0.000816640364653,0.033265796058949,AgamP4_3R
AGAP012148,-0.701416822831658,0.000847363058504,0.034379214009637,AgamP4_3L
AGAP028207,-1.92636437688631,0.000855310822545,0.034563417024185,AgamP4_3L
AGAP005577,0.623449471973547,0.000863979189871,0.034725301839647,AgamP4_2L
AGAP008116,1.41301405981261,0.000866163991465,0.034725301839647,AgamP4_3R
AGAP001989,-2.1285341290337,0.000881043590431,0.035182776132855,AgamP4_2R
AGAP012734,-4.68225853489682,0.000903424847273,0.035935051866225,AgamP4_UNKN
AGAP003139,1.87330016927821,0.000921684989694,0.036518167384643,AgamP4_2R
AGAP002517,0.753508159103607,0.000932050192103,0.036785156025299,AgamP4_2R
AGAP011178,-0.72048914767589,0.000939170386324,0.036844412175886,AgamP4_3L
AGAP000046,-1.66857846469665,0.000940816598004,0.036844412175886,AgamP4_X
AGAP029811,-1.3795851654831,0.000959728767834,0.037440495739014,AgamP4_2L
AGAP009387,-1.39257904422378,0.000965188006263,0.037509202864081,AgamP4_3R
AGAP010543,0.650619448153328,0.000985819892666,0.038164775463021,AgamP4_3L
AGAP008359,1.91407298129557,0.001002515672825,0.038663560720409,AgamP4_3R
AGAP006436,0.597289582823159,0.001029725348875,0.039562515960747,AgamP4_2L
AGAP012590,-0.674822733893145,0.001043490512664,0.039940091584717,AgamP4_UNKN
AGAP008472,0.565964136459916,0.001049755412047,0.040028831369916,AgamP4_3R
AGAP009974,-5.53552961350549,0.001093582440641,0.041543845301198,AgamP4_3R
AGAP003230,0.697291252997478,0.00110757478433,0.041918399393506,AgamP4_2R
AGAP011478,0.799506962006426,0.001125384893338,0.042434122576667,AgamP4_3L
AGAP029316,5.35438685587236,0.001143872775271,0.04297148725769,AgamP4_3L
AGAP002622,-1.34616826432081,0.001169934102347,0.04378834538785,AgamP4_2R
AGAP028430,0.688036853980517,0.001180668832917,0.044027661662799,AgamP4_3L
AGAP005987,-3.38459666154598,0.001216310030713,0.045190595756481,AgamP4_2L
AGAP002621,-3.07551052206366,0.001233260188321,0.045653131715849,AgamP4_2R
AGAP002687,-1.66955382019352,0.001285045924035,0.047397166572685,AgamP4_2R
AGAP012627,-0.725273234055171,0.001330154710269,0.048883185602399,AgamP4_UNKN
AGAP002462,-3.17632334000192,0.001350253603224,0.049442679774365,AgamP4_2R
AGAP007103,0.625241921615682,0.001377892280443,0.050273242447973,AgamP4_2L
AGAP010481,0.800091693366764,0.001461840095924,0.053144960906639,AgamP4_3L
AGAP002091,-1.95504719841219,0.001502066347946,0.054412353454336,AgamP4_2R
AGAP029790,1.26332253877863,0.001516630429234,0.054744421507897,AgamP4_3L
AGAP003453,-1.65221194351487,0.001554398739543,0.055647249976924,AgamP4_2R
AGAP005639,0.727239018099803,0.001558034873572,0.055647249976924,AgamP4_2L
AGAP003701,-1.43083249893025,0.001559024883362,0.055647249976924,AgamP4_2R
AGAP001886,0.673637197544115,0.001564632746743,0.055647249976924,AgamP4_2R
AGAP001930,-0.610322325778886,0.001569073596904,0.055647249976924,AgamP4_2R
AGAP008731,-0.65475740440382,0.00159096436871,0.05622700903076,AgamP4_3R
AGAP005398,-1.39779416631755,0.001598450336412,0.056295422785515,AgamP4_2L
AGAP010556,-0.362444030596182,0.001632227815022,0.057286113244855,AgamP4_3L
AGAP002830,-1.99235934719564,0.001643868762706,0.057495727103873,AgamP4_2R
AGAP002619,-0.622127765848397,0.00165701588993,0.057719532628113,AgamP4_2R
AGAP003064,-0.707270509707018,0.001661648775255,0.057719532628113,AgamP4_2R
AGAP003688,-0.969498138864061,0.001678658608861,0.058111379759987,AgamP4_2R
AGAP011183,-1.27484831339481,0.001696668878432,0.058535076305906,AgamP4_3L
AGAP029476,-5.57480492334217,0.001709818945175,0.058788791731882,AgamP4_3R
AGAP006820,0.485329896536865,0.001715881410423,0.058797922790267,AgamP4_2L
AGAP010002,-1.53192985661734,0.001734358197852,0.05923096027211,AgamP4_3R
AGAP003132,-0.941029256031181,0.001743350424647,0.059338266299326,AgamP4_2R
AGAP005704,2.75113783162367,0.001753705570225,0.059340516505075,AgamP4_2L
AGAP003263,0.620008471062658,0.001755117317512,0.059340516505075,AgamP4_2R
AGAP029621,-1.0050822611788,0.00179848474375,0.060604753341699,AgamP4_3R
AGAP009050,0.692698896560114,0.001814149327642,0.060930187517472,AgamP4_3R
AGAP009889,-0.633762513408737,0.001827223399421,0.061166755578648,AgamP4_3R
AGAP012317,-0.576122051091997,0.001858611381906,0.062012813311414,AgamP4_3L
AGAP012058,0.601746971694558,0.00187842298999,0.062439470168184,AgamP4_3L
AGAP004905,-0.914924774311464,0.001883710723796,0.062439470168184,AgamP4_2L
AGAP008944,0.663728225618413,0.001938073237578,0.064032172145777,AgamP4_3R
AGAP000996,-0.588369007835547,0.001959192978083,0.064313373586531,AgamP4_X
AGAP009240,-0.706498776644748,0.001959265743689,0.064313373586531,AgamP4_3R
AGAP005660,1.15162864975613,0.001989535238566,0.065096309434747,AgamP4_2L
AGAP011145,-0.59268251089864,0.00200625089035,0.065432163282396,AgamP4_3L
AGAP001874,0.624048524666471,0.002015573130032,0.065525507236921,AgamP4_2R
AGAP012156,-1.32825621968731,0.002026023640079,0.065654817192718,AgamP4_3L
AGAP006827,-4.57494727986231,0.00203965075414,0.065885915921158,AgamP4_2L
AGAP028522,0.911535527077332,0.00210978483763,0.067913205475453,AgamP4_3L
AGAP005712,-1.53983907432164,0.002115801333949,0.067913205475453,AgamP4_2L
AGAP006603,3.09800269420055,0.002153117076215,0.068892954271438,AgamP4_2L
AGAP003578,-0.754949237765647,0.002190270698581,0.069861370112289,AgamP4_2R
AGAP000152,-5.94607156497147,0.002212289235065,0.070342475583899,AgamP4_X
AGAP001524,1.23376573345138,0.00225223934931,0.071388949125162,AgamP4_2R
AGAP003677,1.39178137119048,0.002265173079061,0.071575235329955,AgamP4_2R
AGAP004838,0.499970274204006,0.002290438128553,0.072035258314176,AgamP4_2L
AGAP002482,1.03313010565257,0.002297789786001,0.072035258314176,AgamP4_2R
AGAP003514,0.507553679225201,0.002316056178848,0.072035258314176,AgamP4_2R
AGAP011724,0.794845180162659,0.002316347823236,0.072035258314176,AgamP4_3L
AGAP006202,-1.22586817341421,0.00232329771425,0.072035258314176,AgamP4_2L
AGAP011387,0.702381583577892,0.002324824146451,0.072035258314176,AgamP4_3L
AGAP008940,0.505147778605681,0.002338909024208,0.072035258314176,AgamP4_3R
